年份,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
2025,,-1.0987856607263757,-2.047360862358527,0.0,4.561630227773561,4.30615179726459,3.025876975490527,0.0,0.0,1.8314002528141415,0.0,0.0
